episode,timestep,reward
1,2,80.0
3,4,464.0
5,6,40.0
7,8,254.0
9,10,290.5
11,12,452.0
13,14,0.0
15,16,268.5
17,18,25.0
19,20,609.0
21,22,512.0
23,24,289.0
25,26,15.0
27,28,244.0
29,30,363.0
31,32,644.0
33,34,443.0
35,36,250.5
37,38,0.0
39,40,254.5
41,42,631.0
43,44,40.0
45,46,620.5
47,48,25.0
49,50,418.0
51,52,528.0
53,54,241.5
55,56,243.5
57,58,487.5
59,60,0.0
61,62,561.5
63,64,553.5
65,66,588.5
67,68,215.5
69,70,398.5
71,72,275.0
73,74,590.0
75,76,0.0
77,78,247.5
79,80,761.5
81,82,216.5
83,84,232.0
85,86,334.5
87,88,108.0
89,90,318.5
91,92,214.5
93,94,295.0
95,96,313.5
97,98,200.5
99,100,374.0
101,102,0.0
103,104,324.5
105,106,219.5
107,108,20.0
109,110,40.0
111,112,30.0
113,114,443.0
115,116,610.0
117,118,313.5
119,120,344.5
121,122,0.0
123,124,243.0
125,126,20.0
127,128,365.5
129,130,55.0
131,132,392.5
133,134,130.5
135,136,404.5
137,138,317.0
139,140,675.0
141,142,60.0
143,144,25.0
145,146,370.5
147,148,242.5
149,150,268.5
151,152,452.5
153,154,249.0
155,156,244.0
157,158,354.5
159,160,310.5
161,162,35.0
163,164,0.0
165,166,373.0
167,168,343.5
169,170,0.0
171,172,226.5
173,174,399.5
175,176,20.0
177,178,225.5
179,180,265.5
181,182,596.0
183,184,25.0
185,186,30.0
187,188,245.0
189,190,310.0
191,192,214.0
193,194,219.0
195,196,260.0
197,198,235.0
199,200,565.0
201,202,0.0
203,204,15.0
205,206,321.5
207,208,465.0
209,210,447.5
211,212,15.0
213,214,184.5
215,216,346.0
217,218,199.5
219,220,335.5
221,222,362.5
223,224,210.0
225,226,45.0
227,228,35.0
229,230,0.0
231,232,197.0
233,234,545.0
235,236,133.0
237,238,30.0
239,240,334.0
241,242,40.0
243,244,20.0
245,246,585.5
247,248,257.5
249,250,243.0
251,252,40.0
253,254,15.0
255,256,291.5
257,258,0.0
259,260,0.0
261,262,40.0
263,264,204.0
265,266,679.0
267,268,217.5
269,270,229.0
271,272,203.0
273,274,216.5
275,276,247.5
277,278,175.0
279,280,50.0
281,282,65.0
283,284,197.0
285,286,122.0
287,288,0.0
289,290,239.0
291,292,251.5
293,294,380.0
295,296,216.5
297,298,15.0
299,300,348.0
301,302,630.5
303,304,297.5
305,306,15.0
307,308,0.0
309,310,228.0
311,312,110.0
313,314,296.5
315,316,30.0
317,318,330.0
319,320,433.0
321,322,421.0
323,324,321.0
325,326,0.0
327,328,25.0
329,330,20.0
331,332,661.0
333,334,235.0
335,336,160.0
337,338,272.0
339,340,350.5
341,342,244.0
343,344,0.0
345,346,403.0
347,348,216.0
349,350,221.5
351,352,360.5
353,354,121.5
355,356,491.0
357,358,106.5
359,360,0.0
361,362,210.0
363,364,366.0
365,366,35.0
367,368,594.5
369,370,458.0
371,372,108.5
373,374,395.5
375,376,458.5
377,378,236.5
379,380,190.0
381,382,214.0
383,384,240.0
385,386,354.5
387,388,277.0
389,390,489.0
391,392,456.0
393,394,362.0
395,396,411.0
397,398,30.0
399,400,15.0
401,402,214.5
403,404,283.5
405,406,65.0
407,408,146.0
409,410,217.5
411,412,556.0
413,414,317.5
415,416,138.5
417,418,185.0
419,420,452.5
421,422,276.5
423,424,227.0
425,426,45.0
427,428,217.5
429,430,476.0
431,432,594.0
433,434,140.0
435,436,0.0
437,438,240.0
439,440,0.0
441,442,575.5
443,444,349.0
445,446,298.5
447,448,227.5
449,450,304.5
451,452,150.5
453,454,104.5
455,456,65.0
457,458,20.0
459,460,45.0
461,462,0.0
463,464,251.5
465,466,418.5
467,468,390.5
469,470,167.5
471,472,25.0
473,474,45.0
475,476,272.0
477,478,105.5
479,480,226.0
481,482,0.0
483,484,251.0
485,486,321.5
487,488,108.5
489,490,210.0
491,492,132.5
493,494,238.5
495,496,216.5
497,498,727.0
499,500,421.0
501,502,432.0
503,504,439.0
505,506,411.0
507,508,319.0
509,510,265.0
511,512,444.0
513,514,628.5
515,516,397.5
517,518,396.0
519,520,198.5
521,522,631.0
523,524,321.0
525,526,224.0
527,528,322.5
529,530,560.0
531,532,190.5
533,534,421.0
535,536,60.0
537,538,35.0
539,540,582.0
541,542,617.0
543,544,443.5
545,546,131.0
547,548,410.0
549,550,15.0
551,552,367.5
553,554,40.0
555,556,517.0
557,558,0.0
559,560,106.5
561,562,210.5
563,564,214.0
565,566,347.5
567,568,0.0
569,570,198.5
571,572,30.0
573,574,350.0
575,576,183.0
577,578,15.0
579,580,432.5
581,582,15.0
583,584,239.0
585,586,353.0
587,588,471.0
589,590,211.5
591,592,324.0
593,594,360.0
595,596,100.5
