episode,timestep,reward
1,2,0.0
3,4,0.0
5,6,0.0
7,8,0.0
9,10,0.0
11,12,0.0
13,14,0.0
15,16,0.0
17,18,0.0
19,20,0.0
21,22,100.0
23,24,0.0
25,26,0.0
27,28,100.0
29,30,0.0
31,32,100.0
33,34,100.0
35,36,100.0
37,38,0.0
39,40,200.0
41,42,40.0
43,44,140.0
45,46,40.0
47,48,200.0
49,50,75.0
51,52,75.0
53,54,65.0
55,56,75.0
57,58,60.0
59,60,65.0
61,62,75.0
63,64,70.0
65,66,75.0
67,68,70.0
69,70,65.0
71,72,65.0
73,74,75.0
75,76,75.0
77,78,65.0
79,80,80.0
81,82,65.0
83,84,40.0
85,86,75.0
87,88,75.0
89,90,140.0
91,92,70.0
93,94,60.0
95,96,80.0
97,98,30.0
99,100,100.0
101,102,140.0
103,104,100.0
105,106,100.0
107,108,140.0
109,110,40.0
111,112,140.0
113,114,140.0
115,116,140.0
117,118,200.0
119,120,140.0
121,122,200.0
123,124,80.0
125,126,40.0
127,128,140.0
129,130,140.0
131,132,200.0
133,134,100.0
135,136,100.0
137,138,100.0
139,140,140.0
141,142,0.0
143,144,100.0
145,146,200.0
147,148,0.0
149,150,100.0
151,152,100.0
153,154,200.0
155,156,0.0
157,158,0.0
159,160,0.0
161,162,100.0
163,164,200.0
165,166,200.0
167,168,200.0
169,170,200.0
171,172,200.0
173,174,80.0
175,176,100.0
177,178,130.0
179,180,140.0
181,182,140.0
183,184,80.0
185,186,140.0
187,188,200.0
189,190,200.0
191,192,75.0
193,194,200.0
195,196,140.0
197,198,200.0
199,200,200.0
201,202,80.0
203,204,140.0
205,206,140.0
207,208,140.0
209,210,100.0
211,212,0.0
213,214,200.0
215,216,200.0
217,218,100.0
219,220,200.0
221,222,200.0
223,224,200.0
225,226,100.0
227,228,0.0
229,230,200.0
231,232,200.0
233,234,0.0
235,236,100.0
237,238,0.0
239,240,100.0
241,242,100.0
243,244,0.0
245,246,100.0
247,248,200.0
249,250,100.0
251,252,100.0
253,254,0.0
255,256,200.0
257,258,100.0
259,260,0.0
261,262,0.0
263,264,100.0
265,266,0.0
267,268,0.0
269,270,100.0
271,272,100.0
273,274,0.0
275,276,100.0
277,278,0.0
279,280,0.0
281,282,0.0
283,284,0.0
285,286,0.0
287,288,0.0
289,290,100.0
291,292,100.0
293,294,0.0
295,296,100.0
297,298,0.0
299,300,0.0
301,302,100.0
303,304,200.0
305,306,35.0
307,308,70.0
309,310,140.0
311,312,200.0
313,314,80.0
315,316,140.0
317,318,135.0
319,320,135.0
321,322,200.0
323,324,70.0
325,326,140.0
327,328,70.0
329,330,200.0
331,332,80.0
333,334,200.0
335,336,75.0
337,338,80.0
339,340,140.0
341,342,70.0
343,344,75.0
345,346,140.0
347,348,75.0
349,350,75.0
351,352,80.0
353,354,130.0
355,356,140.0
357,358,140.0
359,360,130.0
361,362,200.0
363,364,140.0
365,366,140.0
367,368,200.0
