episode,timestep,reward
1,2,503.0
3,4,0.0
5,6,253.0
7,8,236.5
9,10,612.5
11,12,257.5
13,14,661.0
15,16,280.5
17,18,459.0
19,20,0.0
21,22,329.5
23,24,432.5
25,26,580.5
27,28,247.0
29,30,0.0
31,32,431.0
33,34,433.0
35,36,766.0
37,38,328.0
39,40,776.0
41,42,256.5
43,44,471.5
45,46,542.0
47,48,350.0
49,50,197.5
51,52,265.0
53,54,431.0
55,56,211.5
57,58,527.5
59,60,453.0
61,62,231.0
63,64,358.0
65,66,157.0
67,68,455.0
69,70,452.5
71,72,391.0
73,74,104.5
75,76,362.5
77,78,292.5
79,80,620.0
81,82,301.0
83,84,414.5
85,86,720.5
87,88,454.5
89,90,308.5
91,92,343.0
93,94,329.0
95,96,383.5
97,98,426.0
99,100,494.5
101,102,421.0
103,104,327.5
105,106,468.0
107,108,238.0
109,110,302.0
111,112,267.5
113,114,511.5
115,116,101.0
117,118,166.5
119,120,417.0
121,122,327.5
123,124,386.5
125,126,422.0
127,128,368.0
129,130,275.5
131,132,800.5
133,134,360.0
135,136,264.0
137,138,574.0
139,140,274.0
141,142,466.5
143,144,490.5
145,146,178.5
147,148,454.5
149,150,400.0
151,152,206.0
153,154,429.5
155,156,363.0
157,158,328.5
159,160,45.0
161,162,374.5
163,164,101.0
165,166,571.0
167,168,469.0
169,170,299.0
171,172,220.0
173,174,194.0
175,176,90.0
177,178,45.0
179,180,269.5
181,182,232.5
183,184,646.0
185,186,237.0
187,188,259.5
189,190,643.5
191,192,206.0
193,194,313.5
195,196,428.0
197,198,506.5
199,200,377.0
201,202,157.5
203,204,404.0
205,206,539.0
207,208,427.5
209,210,642.5
211,212,452.0
213,214,481.0
215,216,145.5
217,218,437.5
219,220,339.0
221,222,230.0
223,224,806.5
225,226,186.5
227,228,770.0
229,230,246.0
231,232,270.5
233,234,161.5
235,236,104.0
237,238,158.5
239,240,323.0
241,242,164.0
243,244,483.0
245,246,184.0
247,248,487.0
249,250,157.5
251,252,229.0
253,254,362.0
255,256,468.0
257,258,269.5
259,260,239.0
261,262,0.0
263,264,180.0
265,266,212.0
267,268,208.5
269,270,726.0
271,272,762.5
273,274,366.5
275,276,45.0
277,278,158.0
279,280,159.0
281,282,236.0
283,284,178.0
285,286,400.5
287,288,224.0
289,290,123.5
291,292,129.5
293,294,20.0
295,296,238.0
297,298,122.0
299,300,20.0
301,302,823.0
303,304,404.5
305,306,429.5
307,308,437.5
309,310,514.0
311,312,635.5
313,314,101.0
315,316,35.0
317,318,40.0
319,320,388.5
321,322,855.5
323,324,553.0
325,326,848.5
327,328,475.5
329,330,503.0
331,332,397.5
333,334,631.5
335,336,25.0
337,338,0.0
339,340,183.0
341,342,151.0
343,344,232.0
345,346,220.5
347,348,328.5
349,350,237.0
351,352,775.0
353,354,221.0
355,356,40.0
357,358,355.5
359,360,388.5
361,362,233.0
363,364,0.0
365,366,0.0
367,368,687.5
369,370,225.0
371,372,109.0
373,374,40.0
375,376,525.5
377,378,591.0
379,380,40.0
381,382,378.0
383,384,422.5
385,386,80.0
387,388,40.0
389,390,526.5
391,392,207.5
393,394,534.0
395,396,639.0
397,398,113.5
399,400,432.0
401,402,357.0
403,404,203.0
405,406,40.0
407,408,628.0
409,410,296.0
411,412,225.0
413,414,658.5
415,416,144.5
417,418,176.0
419,420,426.0
421,422,546.5
423,424,45.0
425,426,258.5
427,428,244.5
429,430,340.0
431,432,684.5
433,434,617.0
435,436,837.0
437,438,219.5
439,440,280.0
441,442,794.5
443,444,322.5
445,446,434.5
447,448,252.0
449,450,40.0
451,452,107.0
453,454,694.5
455,456,0.0
457,458,760.5
459,460,637.5
461,462,45.0
463,464,237.5
465,466,262.5
467,468,222.5
469,470,0.0
471,472,35.0
473,474,369.5
475,476,677.0
477,478,60.0
479,480,0.0
481,482,141.5
483,484,389.5
485,486,387.0
487,488,80.0
489,490,149.0
491,492,231.0
493,494,566.0
495,496,305.5
497,498,386.5
499,500,213.0
501,502,40.0
503,504,863.0
505,506,0.0
507,508,184.0
509,510,418.0
511,512,269.0
513,514,502.5
515,516,355.5
517,518,393.5
519,520,788.0
521,522,281.0
523,524,751.5
525,526,169.0
527,528,40.0
529,530,487.0
531,532,154.5
533,534,370.0
535,536,439.5
537,538,263.0
539,540,0.0
541,542,459.5
543,544,346.5
545,546,248.0
547,548,974.5
549,550,255.0
551,552,769.0
553,554,429.0
555,556,672.0
557,558,233.5
559,560,40.0
561,562,209.5
563,564,45.0
565,566,293.5
567,568,156.0
569,570,0.0
571,572,80.0
573,574,662.5
575,576,341.0
577,578,141.5
579,580,85.0
581,582,409.5
583,584,146.5
585,586,80.0
587,588,174.0
589,590,394.5
591,592,0.0
593,594,631.5
595,596,448.0
597,598,566.0
599,600,159.5
601,602,100.5
603,604,182.0
605,606,264.0
